indicator,sub_indicator,sex,phn_code,phn_name,age_band,metric_name,unit,value
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,16-24 years,Proportion,(%),5.7
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,16-24 years,95% Confidence Interval of proportion,Lower (%),4.1
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,16-24 years,Population,(no.),63482
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,25-34 years,Persons with disorder,(no.),3080
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,25-34 years,Relative root mean square error(b),(%),11.6
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,25-34 years,Proportion,(%),3.8
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,25-34 years,95% Confidence Interval of proportion,Lower (%),2.9
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,25-34 years,Population,(no.),81530
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,35-44 years,Persons with disorder,(no.),1249
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,35-44 years,Relative root mean square error(b),(%),14.4
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,35-44 years,Proportion,(%),1.6
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,35-44 years,95% Confidence Interval of proportion,Lower (%),1.2
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,35-44 years,Population,(no.),77512
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,45-54 years,Persons with disorder,(no.),869
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,45-54 years,Relative root mean square error(b),(%),16.7
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,45-54 years,Proportion,(%),1.2
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,45-54 years,95% Confidence Interval of proportion,Lower (%),0.8
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,45-54 years,Population,(no.),71929
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,55-85 years,Persons with disorder,(no.),893
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,55-85 years,Relative root mean square error(b),(%),15
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,55-85 years,Proportion,(%),0.7
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,55-85 years,95% Confidence Interval of proportion,Lower (%),0.5
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,55-85 years,Population,(no.),136612
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,Total 16-85 years,Persons with disorder,(no.),9677
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,Total 16-85 years,Relative root mean square error(b),(%),8.8
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,Total 16-85 years,Proportion,(%),2.2
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),1.9
12-month Substance Use disorders - modelled,,Females,301,Brisbane North,Total 16-85 years,Population,(no.),431065
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,,In scope population(a),(%),100
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,16-24 years,Persons with disorder,(no.),3242
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,16-24 years,Relative root mean square error(b),(%),13.8
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,16-24 years,Proportion,(%),4.6
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,16-24 years,95% Confidence Interval of proportion,Lower (%),3.4
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,16-24 years,Population,(no.),70255
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,25-34 years,Persons with disorder,(no.),2749
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,25-34 years,Relative root mean square error(b),(%),11.6
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,25-34 years,Proportion,(%),3
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,25-34 years,95% Confidence Interval of proportion,Lower (%),2.3
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,25-34 years,Population,(no.),92048
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,35-44 years,Persons with disorder,(no.),1269
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,35-44 years,Relative root mean square error(b),(%),14.4
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,35-44 years,Proportion,(%),1.4
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,35-44 years,95% Confidence Interval of proportion,Lower (%),1
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,35-44 years,Population,(no.),91406
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,45-54 years,Persons with disorder,(no.),875
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,45-54 years,Relative root mean square error(b),(%),16.5
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,45-54 years,Proportion,(%),1.1
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,45-54 years,95% Confidence Interval of proportion,Lower (%),0.7
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,45-54 years,Population,(no.),80038
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,55-85 years,Persons with disorder,(no.),927
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,55-85 years,Relative root mean square error(b),(%),14.7
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,55-85 years,Proportion,(%),0.6
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,55-85 years,95% Confidence Interval of proportion,Lower (%),0.4
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,55-85 years,Population,(no.),148327
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,Total 16-85 years,Persons with disorder,(no.),9063
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,Total 16-85 years,Relative root mean square error(b),(%),8.7
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,Total 16-85 years,Proportion,(%),1.9
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),1.6
12-month Substance Use disorders - modelled,,Females,302,Brisbane South,Total 16-85 years,Population,(no.),482073
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,,In scope population(a),(%),100
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,16-24 years,Persons with disorder,(no.),2003
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,16-24 years,Relative root mean square error(b),(%),14.4
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,16-24 years,Proportion,(%),5.6
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,16-24 years,95% Confidence Interval of proportion,Lower (%),4
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,16-24 years,Population,(no.),35874
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,25-34 years,Persons with disorder,(no.),1648
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,25-34 years,Relative root mean square error(b),(%),12.5
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,25-34 years,Proportion,(%),3.5
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,25-34 years,95% Confidence Interval of proportion,Lower (%),2.7
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,25-34 years,Population,(no.),46667
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,35-44 years,Persons with disorder,(no.),763
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,35-44 years,Relative root mean square error(b),(%),15.5
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,35-44 years,Proportion,(%),1.6
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,35-44 years,95% Confidence Interval of proportion,Lower (%),1.1
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,35-44 years,Population,(no.),46720
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,45-54 years,Persons with disorder,(no.),572
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,45-54 years,Relative root mean square error(b),(%),17.6
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,45-54 years,Proportion,(%),1.3
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,45-54 years,95% Confidence Interval of proportion,Lower (%),0.8
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,45-54 years,Population,(no.),45054
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,55-85 years,Persons with disorder,(no.),620
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,55-85 years,Relative root mean square error(b),(%),15.9
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,55-85 years,Proportion,(%),0.7
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,55-85 years,95% Confidence Interval of proportion,Lower (%),0.5
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,55-85 years,Population,(no.),93641
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,Total 16-85 years,Persons with disorder,(no.),5607
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,Total 16-85 years,Relative root mean square error(b),(%),9.8
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,Total 16-85 years,Proportion,(%),2.1
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,Total 16-85 years,95% Confidence Interval of proportion,Lower (%),1.7
12-month Substance Use disorders - modelled,,Females,303,Gold Coast,Total 16-85 years,Population,(no.),267955
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,,In scope population(a),(%),99.8
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,16-24 years,Persons with disorder,(no.),1549
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,16-24 years,Relative root mean square error(b),(%),14.1
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,16-24 years,Proportion,(%),4.7
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,16-24 years,95% Confidence Interval of proportion,Lower (%),3.4
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,16-24 years,Population,(no.),32690
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,25-34 years,Persons with disorder,(no.),1109
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,25-34 years,Relative root mean square error(b),(%),13.3
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,25-34 years,Proportion,(%),2.7
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,25-34 years,95% Confidence Interval of proportion,Lower (%),2
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,25-34 years,Population,(no.),41447
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,35-44 years,Persons with disorder,(no.),558
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,35-44 years,Relative root mean square error(b),(%),14.8
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,35-44 years,Proportion,(%),1.4
12-month Substance Use disorders - modelled,,Females,304,Darling Downs and West Moreton,35-44 years,95% Confidence Interval of proportion,Lower (%),1
